CustomerID,name,address,DoubleLR,PlaceID,phone,email,vendorCode,fax,eccNo,vatNo,cstNo,OpeningBalance,OpeningBalType,OpeningBalDate,ClosingBalance,ClosingBalType,ClosingBalDate,gstNo,
37,Kankoo Paints P.ltd,"760b, Khed Shivapur ,pune GST NO -27AAACK8698R1ZD",0,28,,,,,,,,0,1,04:24.9,0,1,04:24.9
39,Vedant Equip Sales And Services P. Ltd (pune),"20/5 D-1 Block, Parshuram Steel Compund, Chinchwad, Pune-411019",0,8,,,,,,,,0,1,05:47.4,227548,1,04:34.0
40,KSB LIMITED. (chinchwad),"Plot No. 28/21, D-2 Block M I D C Chinchwad, Pune- 411018GST NO. 27AAACK5918J1ZC",0,8,,,,,,,,00:00.0,1,34:28.9,00:00.0,1,01:01.0
41,Hindustan Marketing,"Shop No.4, Pratibha Towers, 18- A Mumbai- Pune Road, Wakadewadi Pune-411003",NULL,31,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
42,House Of Forms,"191, Kasba Peth, Mujumdar Lane, Pune-411011",NULL,145,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
48,Ramesh & Co.,Chinchwad Pune,NULL,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL
49,A. S. Engineering,"M. I. D. C. Bhosari, Pune-411026",NULL,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
50,Emulsichem Lubricants Pvt. Ltd.,"T-120, M. I. D. C. Bhosari, Pune-411026GST NO. 27AAACE64721ZW",0,18,,,,,,,,0,1,46:41.2,1324850,1,00:00.0
52,Lube Tak,Pune,NULL,38,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
53,Foseco India Limited.,"Gat No. 922 &amp; 923, Sanaswadi, Tal. Shirur, Dist. Pune-412208GST NO.27AAACF1049H1ZW",0,15,,,,,,,,0,1,56:47.7,18309589,1,NULL
55,Sand Trading Company,"Mehendale Agro P Ltd Gat No.148, A/P Shivare, Tal. Bhor, Dist. PuneGSTIN : 27AAOFS7694G1ZE",0,88,,,,,,,,00:00.0,1,30:04.8,00:00.0,1,01:01.0
57,Unique Enterprises,"Shop No. 17, Sumeet Plaza, Gultekadi, Market Yard Pune-411037",0,1,,,,,,,,0,1,46:22.4,0,1,46:22.4
58,Maharani Paints Pvt. Ltd.,"Gat No. 627, Opp. Kishor Pumps, Pune- Nasik Highway, Village Kuruli, Chakan, Dist. Pune.",NULL,41,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL
59,Pearl Coating,Plot No 3 Sr No 70a/1/2a/1 Wanowale Ind Aria PuneGST NO. 27AAAPO7562R1ZX,0,310,,,,,,,,0,1,52:13.0,22726,1,01:01.0
60,Mrunal Enterprises,Rajguru Nagar Indl. Complex T-106/2 Unit No.5/a Midc Bhosari Pune,0,18,,,,,,,,00:00.0,1,18:10.4,00:00.0,1,18:10.4
62,K. P. Engineering,"83, Shivaji Nager Pune-416122",NULL,43,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL
63,Turnwell Engineering,"S.no.70/1/1a/30. Santosh Nagar, Katraj, Pune-411046GST NO:27AAEFT3074B1ZF",0,310,2024319352,Turnwell.eng@redifmail.com,,,,,,0,1,01:41.0,0,1,01:41.0
64,Quality Pressing Products,"255/256, Shukrawar Peth, Shinde Ali, Pune-411002GST NO.27AAPPN1369Q1ZS",0,1,,,,,,,,0,1,29:23.4,541,1,01:01.0
65,Mahesh Mfg.,,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
67,Aroma Polymers,Narhe Pune,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
68,Raviraj Marketing Systeam.,PuneGST NO: 27AAVPA6767D1ZI,0,1,,,,,,,,00:00.0,1,14:53.4,00:00.0,1,14:53.4
69,Bhumi Enterprises,Shukerwar Peth,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
70,Sagar Enterprises,"J-8, M. I. D. C. Bhosari Pune-411028",NULL,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
71,Khosla Engineering Pvt. Ltd. (Alandi),"Gat No.130, Alandi Markal Road, Dhanore, Tal. Khed, Pune- 412105",NULL,36,,,,,,,,NULL,NULL,NULL,NULL,2,NULL
72,Hitech Plast Limited,"Plot No. 939/940, Sanaswadi, Nagar Roag, Tal. Shirur, Dist. Pune-412208",NULL,15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
73,Suyash Solutions Pvt. Ltd.(Fursungi),"Sr. No.145, Pune-Saswad Road, Near Railway Overbridge, Phursungi, Pune-412308GST NO.27AAJCS7144M1ZR",0,46,,Contact@suyashsolutions.com,,,,,,00:00.0,1,24:28.2,00:00.0,1,00:00.0
74,Control Tech Instruments,Pune,NULL,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
75,Jayhind Refactory,"Kudalwadi, Behind Sadguru Jangali Bank, Chikhali, Pune412114",NULL,24,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
77,Samir Industries,"W-44, Technician Shed, M. I. D. C., Industrial Area, Bhosari, Pune-411026GST NO:27ABLFS229841ZP",0,18,,,,,,,,0,1,28:39.2,246410,1,00:00.0
81,Caft &amp; Technik Industries,Pune,NULL,49,,,,,,,,NULL,NULL,NULL,NULL,NULL,NULL
82,Coupling.,A/p Kasurdi (k.b) Post -khed Shivapur Tal Bhor Dist Pune,0,28,,,,,,,,0,1,29:33.8,108598,1,29:33.8
83,Basf Coatings (i) Pvt. Ltd.,"Sr. No.13, Opp. Raghunandan Mangal Karyalay, Tathwade, Pune.",NULL,50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
85,Ferro Liners,S.no.152/32 Ganesh Nagar Dhayri Goan Dhayri Pune,NULL,49,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
87,Nihar Enterprises,Pune,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
90,Hydra Care Point,,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
91,Auram Aptec P.ltd,,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
92,Saifee Stores,,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
93,S. P. Technologies,Pune,NULL,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
94,Filtro Pumps,"Erandwane,Pune-411004Gst No:27AAAFF2386A1ZU",0,310,,,,,,,,0,1,01:11.0,0,1,01:11.0
95,Hydrotech,"Sr. No. 10 C D Wing, Ruturang Soc. Aranyeshwar Corner, Parvati, Pune-411009",NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
97,Kanad Enterprises,Pune,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
98,Unique,Pune,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
99,Excel Pack Solutions,Pune,NULL,57,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
100,Pragati Paints & Allied Products,Pune,NULL,50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
101,Arjay Printers,"M I D C Bhosari, Pune-411026",NULL,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
102,Smith International,Pune,NULL,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
105,Classic Automotive Indus. Pv. Ltd.,"Plot No.62, Block No. F-II, MIDC,Pimpri - 411 018 Maharashtra, India.GSTIN :  27AAACC7017L1ZM",0,38, ,,,,,,,0,1,30:11.7,11480,1,21:55.0
106,Mahalaxmi Tool Room,"Midc, Bhosari Pune",NULL,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
107,Pandit Automotive Pvt. Ltd. (bhosari ),"Plot No. T-139, M I D C Bhosari, Pune-411026",NULL,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
108,Bio Era Medical Systems,Pune,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
109,Navkar Enterprises,Pune,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
110,Polymer House,Pune,NULL,38,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
111,P. S. Enterprises,Pune,NULL,27,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
112,Sharad Agencies,"210, Paras Chambers, Swargate, Pune-411009GST NO: 27AARFS0504N1ZT",0,1,,,,,,,,0,1,06:07.4,0,1,06:07.4
113,Monip Enterprises.,"715, Sadashiv Peth, Pune. Mob. 9822271930GST NO: 27ABEPK0583D1ZX",0,310,,,,,,,,0,1,26:55.5,0,1,26:55.5
114,Purofil,"42, Parvati Industrial Estate Pune- Satara Road, Parvati Pune-411009",NULL,161,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
115,Jayantilal & Co.,"Shop No 1 City Trad Center Bohri Ali 926,budhwar Peth Pune",NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
116,Techmark Company,Pune,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
122,Pandit Automotive Pvt Ltd (sahaker Nagar),"103, Parvati, Shahu Collage, Sahkarnagar, Pune-411009",NULL,63,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
123,Swastik Battery,"Suryprakash Apartmetnt, Near Mafco, Market Yard Road, Pune-411037 Ph.24218871",NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
124,Creative Systems,"Plot No 80, Secter No,1 Indrayan Nagar Bhosari Pune",NULL,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL
125,The Maharashtra Agro Industries Corp. Limited,"Plot No.52-2- D, M I D C, Indus. Estate, Chinchwad, Pune-411019GST NO: 27AAACT1546M1Z5",0,8,,,,,,,,0,1,59:29.9,11125,1,22:59.0
126,Deccan Mech And Chem. Pvt. Ltd. ( T-91),T-91 Midc Bhosari Pune-411026 P.o.no.4 G E N 0155,0,18,,,,,,,,0,1,38:51.0,980,1,02:13.0
127,B. K. Chemicals,B-2 Shurshti Aparment 1st Floor Near Century Enka Colont No.2 Pune Nashik Highway Bhosari Pune,0,18,,,,,,,,0,1,14:12.0,0,1,14:12.0
128,Dyeglo,"Unit 1, S. No. 24, Belewadi, Pune 411045",NULL,1,,,,,,,,NULL,NULL,NULL,NULL,NULL,NULL
130,Global Marketing Company.,"A/202, Hans Sarower Society, Market Yard Pune-411037GST NO: 27AABFG0620M1ZM",0,310,,,,,,,,0,1,02:30.3,0,1,02:30.3
132,Datsons Electronics Pvt Ltd,Nanded Phata,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
134,Mahaveer Alloys,"W-274,'S' Block, M I D C Bhosari Pune-411026",NULL,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
136,Kwality Surface Coating,Pune,NULL,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
138,Laxmi Hydro Pnumatic,"Plot No. 1125, SR.No. 15/1/1,Arihant Marg, Sukhsagar Nagar, Katraj, Pune-411046GST NO. 27ACFPJ6064N1Z6",0,310,,,,,,,,0,1,38:39.0,0,1,38:39.0
139,Energy System,Pune,NULL,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
140,Vishwas Engg Works,"Supreme Ind Estate, 49/1, Aranyeshwar Corner, Pune-Satara Road, Parvati, Pune-411009GST No.27AEBPP7871D1ZC",0,1,,,,,,,,0,1,24:55.4,0,1,24:55.4
141,Unison Valve Pvt. Ltd.,"41/3/2, Vadgaonsheri PuneGST NO: AAACU4324L1Z8",0,199,,,,,,,,0,1,48:16.2,13300,1,14:18.0
143,Enoquel Engineering Works,,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
145,Moscot Industries,,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
146,Bharat Surgical Co,,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
147,Shreepad Industries,,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
150,Yogesh Precision,"Sr. No. 112, Shivshakti Nagar, Sutardara Lane No. 7, Paud Road, Kothrud, Pune GST NO: 27AAAFY66331J1ZZ",0,1,,,,,,,,0,1,01:32.8,0,1,01:32.8
151,Pradnya Chemicals,"Sr No.87, Jyotibanagar Talwade Pune",NULL,57,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
154,Ashok Automotive Sales,Pune,NULL,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
156,Akaksha Pattern,Bhosari Pune,NULL,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
158,Colourshine Chemicals,Pune,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
159,Nangesh Electric & Electronic,Pune,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
160,Saish Metaflow P.ltd,40/4 Plot No 20 Balaji Ind. Estate Vadgaon Sheri Pune,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL
161,Chaitanya Industries ( Pirangut),"Plot No.3, Gat No. 392, Urwade, Tal. Mulshi, Dist. Pune.",NULL,72,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
162,Bezel India.,"Plot No.14, &quot;Sai Krupa&quot; Flat No. 9, Mahesh Society, Bibwewadi, PuneGST NO: 27AACPW1134H1ZS",0,1,,,,,,,,0,1,58:23.2,0,1,58:23.2
164,Vulkan Technologies Pvt. Ltd. (4),"S. No.539- B, Kasaramboli, Tal. Mulshi, Dist. Pune-411042",NULL,48,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
165,Klaus Union Engg. India Pvt. Ltd.,"Gat No.375/A, Village Bhare, Tal- Mulshi Pune-412115GST No.27AAECK2920L1ZG",0,104,,,,,,,,0,1,14:40.5,1128024,1,01:01.0
166,Rieco Industries Ltd,"Gat No. 144, Alandi Markal Road, Dhanore, Devachi Alandi, Pune- 412105  GST NO.27AAACR8217P1ZV",0,36,,,,,,,,00:00.0,1,49:29.6,00:00.0,1,00:00.0
169,Poona Tractor Center,"Shop No. 27, Sumeet Plaza, Near Nisarg Karyalaya,  Market Yard, Pune - 411037GST NO: 27AABFP7978F1ZT",0,149,,,,,,,,0,1,11:45.0,0,1,11:45.0
170,V . K Engineering Works,Pune,NULL,75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
172,Raizan Steel Engineering Pvt Ltd,Pune,NULL,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
173,Niroda Sales Corporation,,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
174,Diamond Abrasive Products,A-69/ T-204 Midc Bhosari Pune,NULL,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
175,Poton Enterprises,Pune,NULL,36,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
176,Thyssenkrupp Industries India Pvt. Ltd.,"Pimpri, Pune-411018 GST NO.27AAACK1947K12D",0,38,,,,,,,,0,1,49:15.0,2459831,1,00:00.0
180,Prince Glass,,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
181,Compax Industrial System Pvt. Ltd.,"S-112/10, M. I. D. C. Bhosari, Pune-411026GST NO:27AAACC7580N1Z6",0,18,,Purchase@compaxindia.com,,,,,,0,1,05:03.0,0,1,05:03.0
183,Pathak Alloys Pvt. Ltd.,"Gat No. 769, Pawar Wasti, Kudalwadi, Behind Pimpri Telco, Chikhali, Pune-412114",NULL,207,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
185,Hardik Founders & Engineers P.ltd,"Sr. No. 246/3/7, Hinjawadi, Pune-411057",NULL,99,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
187,Yasho Electro Works,Pune,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
188,Ganesh Fabrotech P.ltd,Pune,NULL,57,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
190,Veekhay Metalliks P.ltd,Pune,NULL,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
191,Metal Impregnations (I) Pvt. Ltd,"J-250, M I D C Bhosari, Pune-411026GST NO: 27AABCM9360P1ZT",0,18,,,,,,,,00:00.0,1,17:01.3,00:00.0,1,17:01.3
192,Poonam Designs,Pune,NULL,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL
193,Thermax Ltd.(boiler & Heater Group),"D-13, M. I. D. C. Chinchwad, R. D. Aga Road, Pune-411019",NULL,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL
194,Aroma Exports,Narhe Pune,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
195,Parmount Engineering,Pune,NULL,80,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
196,Mahalaxmi Casting Pvt. Ltd,"Gat No.323, Plot No.2, Pirangut, Tal. Mulshi, Dist. Pune",NULL,27,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL
197,Chintamani Enterprises,Bhosari,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
199,M Las Sales Corp.,Bhosari Pune,NULL,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
200,Dattaraj Enterprises,Pune,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
201,Kemisolv,Pune,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
202,Jain Corp. (india),Pune,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
203,Procom Systems (Pune),"Sr. No. 30/4,2nd Floor, Near Pari Co. Dhayri, Pune-411041GST NO: 27AAQPJ6050K1ZB",0,310,,,,,,,,0,1,07:54.5,0,1,07:54.5
206,Anish Trading Co.,Pune,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
207,Vijayesh Instruments Pvt. Ltd.,"11, Manik Baug, Vadgaon Bk. Sinhgad Rd. Pune-411051GST NO: 27AAACV6129N1ZW",0,310,,,,,,,,0,1,05:03.3,0,1,05:03.3
208,Bhogilal Chandlal Shah,Pune,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
209,Shruti Foundry Products,"C/o. Jaywant Cycle Mart Sr.no12new Laxmi Nagar, Yarwada Pune  Mob.9011677904",NULL,1,9011677904,,,,,,,NULL,NULL,NULL,NULL,NULL,NULL
210,Inox Air Product,Bhosari Pune,NULL,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
211,Hoganas India Ltd (wagholi),"Milkat No. 3286, Nagar Road, Katewadi Village, Wagholi, Tal. Haweli Dist:- Pune",NULL,83,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
212,Dusane Garment,Pune,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
